Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,ddt0(U)_average_0,ddt0(U)_average_1,ddt0(U)_average_2,ddt0(U)_average_Magnitude,ddt0(k)_average,ddt0(omega)_average,ddtCorrDdt0(U)_average_0,ddtCorrDdt0(U)_average_1,ddtCorrDdt0(U)_average_2,ddtCorrDdt0(U)_average_Magnitude,k_average,nut_average,omega_average,p_average
internalMesh,4682,0.040583,-0.008314,0.000000,0.041426,0.688193,0.163334,0.000000,0.707310,-4.152770,34.684830,0.000000,34.932549,9.159252,-4130.424316,-4.152770,34.684830,0.000000,34.932549,1.834171,0.001726,1065.482056,-8.211329
internalMesh,4683,0.041757,-0.008347,0.000000,0.042583,0.723334,0.124438,0.000000,0.733960,-4.716403,16.566250,0.000000,17.224548,-0.706641,29.388809,-4.716403,16.566250,0.000000,17.224548,1.928894,0.001788,1082.004150,-8.128382
internalMesh,4684,0.042935,-0.008380,0.000000,0.043745,0.756728,0.092814,0.000000,0.762399,-5.573389,-1.417081,0.000000,5.750720,-3.755741,12845.240234,-5.573389,-1.417081,0.000000,5.750720,2.027249,0.001852,1094.666626,-8.033496
internalMesh,4685,0.044116,-0.008412,0.000000,0.044911,0.788300,0.066628,0.000000,0.791110,-5.557228,-12.808452,0.000000,13.962064,-7.305126,15349.623047,-5.557228,-12.808452,0.000000,13.962064,2.127439,0.001917,1102.640991,-7.935195
internalMesh,4686,0.045301,-0.008445,0.000000,0.046081,0.817666,0.044442,0.000000,0.818873,-4.750062,-22.822905,0.000000,23.311972,-1.570420,13378.676758,-4.750062,-22.822905,0.000000,23.311972,2.226274,0.001973,1110.156250,-7.838108
internalMesh,4687,0.046489,-0.008478,0.000000,0.047256,0.845312,0.027001,0.000000,0.845743,-6.320453,-30.606756,0.000000,31.252546,-0.301398,9930.011719,-6.320453,-30.606756,0.000000,31.252546,2.323361,0.002011,1117.409912,-7.746545
internalMesh,4688,0.047681,-0.008511,0.000000,0.048435,0.872378,0.013224,0.000000,0.872478,-9.980144,-33.378571,0.000000,34.838661,1.782073,3211.325684,-9.980144,-33.378571,0.000000,34.838661,2.419323,0.002049,1125.061523,-7.662817
internalMesh,4689,0.048877,-0.008544,0.000000,0.049618,0.899409,0.001026,0.000000,0.899409,-14.470053,-33.507542,0.000000,36.498463,-1.496007,-3955.595215,-14.470053,-33.507542,0.000000,36.498463,2.515041,0.002089,1133.933472,-7.584414
internalMesh,4690,0.050076,-0.008578,0.000000,0.050805,0.926691,-0.010838,0.000000,0.926754,-18.248693,-31.788830,0.000000,36.654392,-3.325353,-8764.878906,-18.248693,-31.788830,0.000000,36.654392,2.610834,0.002130,1144.106201,-7.507555
internalMesh,4691,0.051279,-0.008611,0.000000,0.051997,0.954236,-0.023224,-0.000000,0.954519,-20.033848,-27.626825,-0.000000,34.126186,-8.217042,-11112.043945,-20.033848,-27.626825,-0.000000,34.126186,2.706634,0.002173,1155.132446,-7.429348
internalMesh,4692,0.052485,-0.008645,0.000000,0.053192,0.981847,-0.036994,0.000000,0.982544,-19.399998,-20.846996,0.000000,28.477310,-18.693485,-14464.901367,-19.399998,-20.846996,0.000000,28.477310,2.803016,0.002217,1167.180420,-7.347698
internalMesh,4693,0.053696,-0.008678,0.000000,0.054392,1.009350,-0.052884,-0.000000,1.010735,-17.013069,-12.708077,0.000000,21.235342,-22.753498,-13985.802734,-17.013069,-12.708077,0.000000,21.235342,2.899554,0.002262,1180.519043,-7.260859
internalMesh,4694,0.054909,-0.008712,0.000000,0.055596,1.036696,-0.070882,0.000000,1.039117,-13.855799,-4.917480,-0.000000,14.702542,-23.739765,-13281.783203,-13.855799,-4.917480,-0.000000,14.702542,2.994787,0.002305,1194.188477,-7.167754
internalMesh,4695,0.056127,-0.008746,0.000000,0.056804,1.063951,-0.090496,0.000000,1.067792,-10.541670,1.641531,0.000000,10.668713,-21.260687,-12397.267578,-10.541670,1.641531,0.000000,10.668713,3.087988,0.002345,1207.804810,-7.067567
internalMesh,4696,0.057348,-0.008780,0.000000,0.058016,1.091154,-0.111366,-0.000000,1.096823,-7.261456,6.924767,-0.000000,10.033998,-16.667068,-11222.411133,-7.261456,6.924767,-0.000000,10.033998,3.178311,0.002383,1221.273682,-6.958855
internalMesh,4697,0.058573,-0.008814,0.000000,0.059232,1.118370,-0.133477,0.000000,1.126307,-4.051358,11.342012,0.000000,12.043868,-12.033250,-9582.103516,-4.051358,11.342012,0.000000,12.043868,3.265378,0.002419,1233.951294,-6.840373
internalMesh,4698,0.059802,-0.008848,0.000000,0.060453,1.145683,-0.156836,0.000000,1.156368,-0.970543,15.101041,0.000000,15.132197,-6.511568,-8342.079102,-0.970543,15.101041,0.000000,15.132197,3.348951,0.002454,1246.259277,-6.711227
internalMesh,4699,0.061034,-0.008882,0.000000,0.061677,1.173118,-0.181311,-0.000000,1.187047,2.064954,18.209740,-0.000000,18.326447,-0.952396,-4414.372559,2.064954,18.209740,-0.000000,18.326447,3.428923,0.002489,1256.891479,-6.570268
internalMesh,4700,0.062270,-0.008916,0.000000,0.062905,1.200569,-0.206724,-0.000000,1.218237,4.874356,20.523672,-0.000000,21.094561,4.673747,-2532.894531,4.874356,20.523672,-0.000000,21.094561,3.505100,0.002522,1265.379761,-6.416949
internalMesh,4701,0.063510,-0.008951,0.000000,0.064138,1.227831,-0.232694,0.000000,1.249686,7.282010,21.816372,0.000000,22.999603,8.554490,95.004089,7.282010,21.816372,0.000000,22.999603,3.577189,0.002555,1272.665039,-6.251242
internalMesh,4702,0.064754,-0.008985,0.000000,0.065374,1.254763,-0.258658,0.000000,1.281145,9.196806,21.851484,0.000000,23.707987,12.258116,2199.182861,9.196806,21.851484,0.000000,23.707987,3.645877,0.002588,1278.569092,-6.073262
internalMesh,4703,0.066001,-0.009020,0.000000,0.066614,1.281072,-0.283785,0.000000,1.312127,11.110989,20.419874,0.000000,23.247049,14.062668,4237.746094,11.110989,20.419874,0.000000,23.247049,3.711147,0.002619,1282.697266,-5.883632
internalMesh,4704,0.067252,-0.009054,0.000000,0.067859,1.306508,-0.307096,-0.000000,1.342114,12.804550,17.775557,-0.000000,21.907234,13.329521,6338.704102,12.804550,17.775557,-0.000000,21.907234,3.774932,0.002650,1285.116211,-5.683099
internalMesh,4705,0.068507,-0.009089,0.000000,0.069107,1.330873,-0.328222,0.000000,1.370749,14.253896,15.119692,0.000000,20.779284,14.301817,7663.924316,14.253896,15.119692,0.000000,20.779284,3.837216,0.002681,1286.299683,-5.473454
internalMesh,4706,0.069766,-0.009124,0.000000,0.070360,1.354547,-0.347278,0.000000,1.398356,14.654703,12.442667,0.000000,19.224470,17.631006,8448.779297,14.654703,12.442667,0.000000,19.224470,3.897282,0.002710,1286.953857,-5.257341
internalMesh,4707,0.071028,-0.009159,0.000000,0.071617,1.377788,-0.364223,0.000000,1.425117,14.610336,9.246752,0.000000,17.290585,21.563755,8795.223633,14.610336,9.246752,0.000000,17.290585,3.954110,0.002737,1287.498657,-5.036386
internalMesh,4708,0.072295,-0.009194,0.000000,0.072877,1.400881,-0.379212,0.000000,1.451300,13.524414,6.217911,-0.000000,14.885302,24.189526,9305.946289,13.524414,6.217911,-0.000000,14.885302,4.007570,0.002764,1288.215942,-4.810972
internalMesh,4709,0.073565,-0.009230,0.000000,0.074142,1.424481,-0.392787,0.000000,1.477642,11.055010,3.875727,0.000000,11.714713,25.144098,9886.890625,11.055010,3.875727,0.000000,11.714713,4.057594,0.002790,1288.627197,-4.581737
internalMesh,4710,0.074839,-0.009265,0.000000,0.075410,1.449191,-0.405655,0.000000,1.504896,7.396240,2.701128,0.000000,7.874037,23.689800,9644.259766,7.396240,2.701128,0.000000,7.874037,4.104607,0.002814,1288.977051,-4.349155
internalMesh,4711,0.076117,-0.009300,0.000000,0.076683,1.475367,-0.418403,-0.000000,1.533548,3.080102,2.371593,-0.000000,3.887349,22.393452,8732.219727,3.080102,2.371593,-0.000000,3.887349,4.148871,0.002839,1289.408936,-4.113058
internalMesh,4712,0.077399,-0.009336,0.000000,0.077960,1.503072,-0.431252,0.000000,1.563715,-1.338602,2.298840,0.000000,2.660173,20.652958,7791.195312,-1.338602,2.298840,0.000000,2.660173,4.190150,0.002862,1289.775757,-3.872848
internalMesh,4713,0.078684,-0.009372,0.000000,0.079241,1.532141,-0.444149,0.000000,1.595219,-5.523210,2.149312,0.000000,5.926668,18.923603,7118.782227,-5.523210,2.149312,0.000000,5.926668,4.228752,0.002885,1289.690063,-3.628131
internalMesh,4714,0.079974,-0.009407,0.000000,0.080525,1.562323,-0.456855,0.000000,1.627750,-9.195265,1.424129,0.000000,9.304893,16.856304,6053.393555,-9.195265,1.424129,0.000000,9.304893,4.264643,0.002907,1289.021729,-3.378827
internalMesh,4715,0.081268,-0.009443,0.000000,0.081814,1.593249,-0.468963,0.000000,1.660833,-12.387306,0.098567,0.000000,12.387698,14.501511,4997.489258,-12.387306,0.098567,0.000000,12.387698,4.298501,0.002927,1287.865967,-3.125011
internalMesh,4716,0.082565,-0.009479,0.000000,0.083107,1.624632,-0.480027,0.000000,1.694064,-15.052828,-1.607471,0.000000,15.138414,11.080986,4373.010742,-15.052828,-1.607471,0.000000,15.138414,4.331510,0.002948,1286.011353,-2.866690
internalMesh,4717,0.083866,-0.009515,0.000000,0.084404,1.656086,-0.489917,-0.000000,1.727032,-17.491741,-2.999451,-0.000000,17.747047,9.269435,3602.097656,-17.491741,-2.999451,-0.000000,17.747047,4.363818,0.002969,1283.654419,-2.604443
internalMesh,4718,0.085172,-0.009552,0.000000,0.085706,1.687678,-0.498742,0.000000,1.759829,-20.162870,-4.031394,0.000000,20.561943,8.334799,2849.102051,-20.162870,-4.031394,0.000000,20.561943,4.394473,0.002985,1281.229858,-2.339389
internalMesh,4719,0.086481,-0.009588,0.000000,0.087011,1.719486,-0.506455,-0.000000,1.792520,-22.455570,-5.249871,-0.000000,23.061089,7.961806,2501.956787,-22.455570,-5.249871,-0.000000,23.061089,4.423001,0.002998,1278.686523,-2.071984
internalMesh,4720,0.087794,-0.009624,0.000000,0.088320,1.751485,-0.513119,-0.000000,1.825100,-24.212906,-6.468156,-0.000000,25.061960,8.087336,1465.207275,-24.212906,-6.468156,-0.000000,25.061960,4.449010,0.003014,1276.278076,-1.802190
internalMesh,4721,0.089111,-0.009661,0.000000,0.089633,1.783778,-0.518942,0.000000,1.857731,-25.798893,-7.364581,0.000000,26.829460,8.357725,1028.698608,-25.798893,-7.364581,0.000000,26.829460,4.472360,0.003030,1274.308350,-1.530293
internalMesh,4722,0.090432,-0.009698,0.000000,0.090951,1.816530,-0.524194,0.000000,1.890651,-26.984386,-7.633231,0.000000,28.043240,9.364162,475.620117,-26.984386,-7.633231,0.000000,28.043240,4.492840,0.003046,1272.586182,-1.256581
internalMesh,4723,0.091758,-0.009734,0.000000,0.092273,1.849770,-0.529176,-0.000000,1.923974,-27.623199,-7.247979,-0.000000,28.558262,10.289782,468.357819,-27.623199,-7.247979,-0.000000,28.558262,4.510314,0.003062,1271.193115,-0.980923
internalMesh,4724,0.093087,-0.009771,0.000000,0.093598,1.883486,-0.534057,0.000000,1.957738,-27.896841,-6.592390,0.000000,28.665194,11.654289,1585.653076,-27.896841,-6.592390,0.000000,28.665194,4.524848,0.003078,1269.670166,-0.703395
internalMesh,4725,0.094420,-0.009808,0.000000,0.094928,1.917623,-0.538898,-0.000000,1.991906,-27.730862,-5.773993,-0.000000,28.325602,13.109515,2537.946289,-27.730862,-5.773993,-0.000000,28.325602,4.536210,0.003093,1267.676636,-0.424376
internalMesh,4726,0.095757,-0.009845,0.000000,0.096262,1.952046,-0.543686,0.000000,2.026346,-27.098215,-4.836472,0.000000,27.526436,13.848874,3414.844238,-27.098215,-4.836472,0.000000,27.526436,4.544779,0.003108,1265.094482,-0.144091
internalMesh,4727,0.097099,-0.009883,0.000000,0.097600,1.986549,-0.548395,-0.000000,2.060853,-26.004709,-3.919194,0.000000,26.298384,14.416182,4139.549805,-26.004709,-3.919194,0.000000,26.298384,4.550867,0.003122,1261.833984,0.137404
internalMesh,4728,0.098444,-0.009920,0.000000,0.098943,2.020887,-0.552930,-0.000000,2.095165,-24.493904,-3.240234,0.000000,24.707296,13.902361,4652.272949,-24.493904,-3.240234,0.000000,24.707296,4.554860,0.003136,1257.931641,0.419980
internalMesh,4729,0.099794,-0.009957,0.000000,0.100289,2.054868,-0.557110,0.000000,2.129050,-22.717978,-2.889587,0.000000,22.901009,12.723912,5128.241699,-22.717978,-2.889587,0.000000,22.901009,4.557146,0.003147,1253.510498,0.703206
internalMesh,4730,0.101147,-0.009995,0.000000,0.101640,2.088366,-0.560790,0.000000,2.162350,-20.737057,-2.724703,-0.000000,20.915295,10.799003,5574.331055,-20.737057,-2.724703,-0.000000,20.915295,4.558453,0.003157,1248.551025,0.986564
internalMesh,4731,0.102505,-0.010033,0.000000,0.102995,2.121297,-0.563946,-0.000000,2.194980,-18.695038,-2.582457,-0.000000,18.872561,9.673780,5499.027832,-18.695038,-2.582457,-0.000000,18.872561,4.558590,0.003168,1243.214966,1.269655
internalMesh,4732,0.103867,-0.010071,0.000000,0.104354,2.153665,-0.566616,-0.000000,2.226954,-16.750467,-2.382301,0.000000,16.919027,9.017198,4864.293945,-16.750467,-2.382301,0.000000,16.919027,4.557119,0.003179,1237.818604,1.552161
internalMesh,4733,0.105232,-0.010108,0.000000,0.105717,2.185550,-0.568893,0.000000,2.258377,-14.991099,-2.031377,0.000000,15.128105,8.588371,4210.625977,-14.991099,-2.031377,0.000000,15.128105,4.553848,0.003191,1232.550781,1.833861
internalMesh,4734,0.106602,-0.010146,0.000000,0.107084,2.217073,-0.570901,-0.000000,2.289397,-13.446571,-1.581299,0.000000,13.539231,8.642977,3676.501465,-13.446571,-1.581299,0.000000,13.539231,4.548628,0.003203,1227.368896,2.114369
internalMesh,4735,0.107977,-0.010185,0.000000,0.108456,2.248353,-0.572723,0.000000,2.320152,-12.166533,-1.102729,0.000000,12.216404,9.109647,3424.158691,-12.166533,-1.102729,0.000000,12.216404,4.541351,0.003216,1222.175537,2.393670
internalMesh,4736,0.109355,-0.010223,0.000000,0.109832,2.279513,-0.574428,0.000000,2.350776,-11.268419,-0.474543,0.000000,11.278407,9.853301,2888.664795,-11.268419,-0.474543,0.000000,11.278407,4.531909,0.003228,1216.969971,2.671632
internalMesh,4737,0.110738,-0.010261,0.000000,0.111212,2.310660,-0.576091,-0.000000,2.381392,-10.613153,0.282244,-0.000000,10.616906,10.485028,2553.603760,-10.613153,0.282244,-0.000000,10.616906,4.520443,0.003238,1211.889404,2.948156
internalMesh,4738,0.112124,-0.010300,0.000000,0.112596,2.341836,-0.577728,0.000000,2.412046,-10.114939,0.955684,-0.000000,10.159986,11.151540,2581.631104,-10.114939,0.955684,-0.000000,10.159986,4.506766,0.003247,1206.687988,3.223172
internalMesh,4739,0.113515,-0.010338,0.000000,0.113985,2.373036,-0.579284,0.000000,2.442718,-9.702391,1.481169,0.000000,9.814797,11.479698,2681.751221,-9.702391,1.481169,0.000000,9.814797,4.491234,0.003256,1201.218140,3.496638
internalMesh,4740,0.114910,-0.010377,0.000000,0.115378,2.404214,-0.580687,0.000000,2.473346,-9.345634,1.818668,-0.000000,9.520947,11.695796,2814.174316,-9.345634,1.818668,-0.000000,9.520947,4.474098,0.003265,1195.484619,3.768435
internalMesh,4741,0.116310,-0.010416,0.000000,0.116775,2.435326,-0.581860,0.000000,2.503872,-9.019569,1.982459,-0.000000,9.234867,11.791899,3061.375977,-9.019569,1.982459,-0.000000,9.234867,4.455368,0.003274,1189.370239,4.038411
internalMesh,4742,0.117713,-0.010455,0.000000,0.118177,2.466307,-0.582724,0.000000,2.534214,-8.714113,1.968212,-0.000000,8.933623,11.986424,3103.907227,-8.714113,1.968212,-0.000000,8.933623,4.435352,0.003283,1182.972412,4.306527
internalMesh,4743,0.119121,-0.010494,0.000000,0.119582,2.497125,-0.583207,0.000000,2.564325,-8.528258,1.800740,-0.000000,8.716298,11.732022,3501.289062,-8.528258,1.800740,-0.000000,8.716298,4.414097,0.003291,1176.245117,4.572677
internalMesh,4744,0.120533,-0.010533,0.000000,0.120993,2.527757,-0.583249,-0.000000,2.594173,-8.344444,1.465725,0.000000,8.472196,11.216795,3784.058105,-8.344444,1.465725,0.000000,8.472196,4.392128,0.003299,1169.101807,4.836876
internalMesh,4745,0.121950,-0.010572,0.000000,0.122407,2.558158,-0.582828,0.000000,2.623712,-8.193371,1.101079,-0.000000,8.267025,11.228125,4034.152344,-8.193371,1.101079,-0.000000,8.267025,4.369267,0.003307,1161.751221,5.099113
internalMesh,4746,0.123370,-0.010612,0.000000,0.123826,2.588341,-0.581976,0.000000,2.652962,-8.153893,0.766693,0.000000,8.189858,11.525878,4503.863281,-8.153893,0.766693,0.000000,8.189858,4.345313,0.003315,1154.068481,5.359321
internalMesh,4747,0.124795,-0.010651,0.000000,0.125249,2.618338,-0.580713,-0.000000,2.681962,-8.239117,0.396940,0.000000,8.248672,11.869409,4424.828125,-8.239117,0.396940,0.000000,8.248672,4.320227,0.003321,1146.223633,5.617353
internalMesh,4748,0.126225,-0.010691,0.000000,0.126677,2.648166,-0.579053,-0.000000,2.710735,-8.469397,0.012813,0.000000,8.469406,12.309137,4468.602051,-8.469397,0.012813,0.000000,8.469406,4.294036,0.003325,1138.383057,5.872983
internalMesh,4749,0.127658,-0.010731,0.000000,0.128109,2.677902,-0.577037,0.000000,2.739367,-8.827453,-0.342468,0.000000,8.834093,12.725074,3960.862549,-8.827453,-0.342468,0.000000,8.834093,4.266784,0.003329,1130.620239,6.126418
internalMesh,4750,0.129096,-0.010771,0.000000,0.129545,2.707539,-0.574661,0.000000,2.767851,-9.323605,-0.699759,-0.000000,9.349827,12.909494,3561.456543,-9.323605,-0.699759,-0.000000,9.349827,4.238624,0.003333,1123.207764,6.377920
internalMesh,4751,0.130539,-0.010811,0.000000,0.130986,2.737100,-0.571899,0.000000,2.796210,-9.921762,-1.077999,0.000000,9.980153,13.017479,3274.046875,-9.921762,-1.077999,0.000000,9.980153,4.209714,0.003336,1115.972412,6.627314
internalMesh,4752,0.131985,-0.010851,0.000000,0.132431,2.766584,-0.568713,0.000000,2.824433,-10.587845,-1.506687,0.000000,10.694511,13.037483,3009.528809,-10.587845,-1.506687,0.000000,10.694511,4.180148,0.003339,1108.826294,6.874372
internalMesh,4753,0.133437,-0.010891,0.000000,0.133880,2.795967,-0.565047,0.000000,2.852492,-11.253192,-1.975197,0.000000,11.425223,12.678061,2670.364746,-11.253192,-1.975197,0.000000,11.425223,4.150136,0.003341,1101.778076,7.118941
internalMesh,4754,0.134892,-0.010932,0.000000,0.135334,2.825207,-0.560854,-0.000000,2.880338,-11.883478,-2.442677,0.000000,12.131930,12.254094,2534.858643,-11.883478,-2.442677,0.000000,12.131930,4.119955,0.003343,1094.753418,7.360859
internalMesh,4755,0.136352,-0.010972,0.000000,0.136793,2.854280,-0.556093,0.000000,2.907946,-12.456265,-2.895032,-0.000000,12.788266,12.016228,2267.184082,-12.456265,-2.895032,-0.000000,12.788266,4.089535,0.003345,1087.706055,7.599907
internalMesh,4756,0.137816,-0.011013,0.000000,0.138256,2.883160,-0.550716,0.000000,2.935286,-12.908465,-3.304090,-0.000000,13.324619,11.333742,2098.071777,-12.908465,-3.304090,-0.000000,13.324619,4.059134,0.003346,1080.697266,7.835825
internalMesh,4757,0.139285,-0.011053,0.000000,0.139723,2.911841,-0.544689,-0.000000,2.962348,-13.233233,-3.632508,0.000000,13.722739,10.803445,2164.237549,-13.233233,-3.632508,0.000000,13.722739,4.028905,0.003346,1073.583618,8.068281
internalMesh,4758,0.140758,-0.011094,0.000000,0.141195,2.940318,-0.537993,0.000000,2.989131,-13.399979,-3.848754,0.000000,13.941748,9.991336,2072.555908,-13.399979,-3.848754,0.000000,13.941748,3.998897,0.003347,1066.319580,8.296972
internalMesh,4759,0.142236,-0.011135,0.000000,0.142671,2.968601,-0.530640,0.000000,3.015654,-13.407837,-3.914514,0.000000,13.967587,9.215091,2051.543213,-13.407837,-3.914514,0.000000,13.967587,3.969312,0.003347,1059.048462,8.521474
internalMesh,4760,0.143718,-0.011176,0.000000,0.144152,2.996721,-0.522673,0.000000,3.041961,-13.275648,-3.807236,-0.000000,13.810788,8.775850,2396.836426,-13.275648,-3.807236,-0.000000,13.810788,3.940012,0.003348,1051.542725,8.741239
internalMesh,4761,0.145205,-0.011218,0.000000,0.145638,3.024723,-0.514168,0.000000,3.068113,-13.015833,-3.538175,0.000000,13.488165,8.473291,2365.564209,-13.015833,-3.538175,0.000000,13.488165,3.910843,0.003350,1043.881226,8.955679
internalMesh,4762,0.146696,-0.011259,0.000000,0.147127,3.052652,-0.505206,-0.000000,3.094174,-12.643239,-3.134939,0.000000,13.026102,8.381828,2379.641113,-12.643239,-3.134939,0.000000,13.026102,3.881701,0.003350,1036.192139,9.164217
internalMesh,4763,0.148192,-0.011301,0.000000,0.148622,3.080543,-0.495891,0.000000,3.120200,-12.198571,-2.622368,0.000000,12.477258,8.410346,2361.827881,-12.198571,-2.622368,0.000000,12.477258,3.852460,0.003352,1028.416748,9.366391
internalMesh,4764,0.149692,-0.011342,0.000000,0.150121,3.108437,-0.486344,-0.000000,3.146254,-11.728132,-2.056192,0.000000,11.907015,8.373860,2127.662842,-11.728132,-2.056192,0.000000,11.907015,3.823074,0.003355,1020.672729,9.561791
internalMesh,4765,0.151197,-0.011384,0.000000,0.151625,3.136359,-0.476683,0.000000,3.172377,-11.260784,-1.482558,0.000000,11.357959,8.517340,2052.741699,-11.260784,-1.482558,0.000000,11.357959,3.793481,0.003359,1012.956543,9.750120
internalMesh,4766,0.152706,-0.011426,0.000000,0.153133,3.164325,-0.467028,-0.000000,3.198604,-10.835778,-0.924132,0.000000,10.875114,8.655719,2145.865723,-10.835778,-0.924132,0.000000,10.875114,3.763611,0.003365,1005.160461,9.931158
internalMesh,4767,0.154220,-0.011468,0.000000,0.154646,3.192343,-0.457491,0.000000,3.224957,-10.461501,-0.412344,-0.000000,10.469625,8.882135,2154.186035,-10.461501,-0.412344,-0.000000,10.469625,3.733446,0.003372,997.206665,10.104823
internalMesh,4768,0.155738,-0.011510,0.000000,0.156163,3.220388,-0.448185,0.000000,3.251426,-10.153337,0.044062,-0.000000,10.153433,9.134570,2181.973145,-10.153337,0.044062,-0.000000,10.153433,3.702940,0.003381,989.171082,10.271249
internalMesh,4769,0.157262,-0.011552,0.000000,0.157685,3.248440,-0.439195,-0.000000,3.277996,-9.966683,0.405457,0.000000,9.974927,9.289268,2540.918701,-9.966683,0.405457,0.000000,9.974927,3.672118,0.003388,980.987915,10.430687
internalMesh,4770,0.158789,-0.011595,0.000000,0.159212,3.276476,-0.430565,-0.000000,3.304646,-9.874256,0.648315,0.000000,9.895516,9.505830,2715.372559,-9.874256,0.648315,0.000000,9.895516,3.640976,0.003396,972.598145,10.583522
internalMesh,4771,0.160322,-0.011637,0.000000,0.160743,3.304438,-0.422310,0.000000,3.331315,-9.840980,0.789625,-0.000000,9.872608,9.714349,2798.208740,-9.840980,0.789625,-0.000000,9.872608,3.609570,0.003405,964.116089,10.730255
internalMesh,4772,0.161859,-0.011680,0.000000,0.162279,3.332273,-0.414438,0.000000,3.357946,-9.875360,0.855540,-0.000000,9.912351,9.970840,2871.156738,-9.875360,0.855540,-0.000000,9.912351,3.577914,0.003414,955.585571,10.871441
internalMesh,4773,0.163400,-0.011723,0.000000,0.163820,3.359951,-0.406925,0.000000,3.384503,-9.974408,0.824182,0.000000,10.008401,10.029047,3047.072754,-9.974408,0.824182,0.000000,10.008401,3.546026,0.003423,947.016296,11.007678
internalMesh,4774,0.164947,-0.011766,0.000000,0.165366,3.387440,-0.399726,0.000000,3.410943,-10.096561,0.716934,0.000000,10.121984,9.933134,3196.229736,-10.096561,0.716934,0.000000,10.121984,3.514026,0.003432,938.406433,11.139486
internalMesh,4775,0.166498,-0.011809,0.000000,0.166916,3.414717,-0.392788,-0.000000,3.437234,-10.243354,0.545529,0.000000,10.257870,9.814012,3142.393311,-10.243354,0.545529,0.000000,10.257870,3.481954,0.003441,929.852722,11.267379
internalMesh,4776,0.168053,-0.011852,0.000000,0.168471,3.441787,-0.386042,0.000000,3.463369,-10.427253,0.323588,-0.000000,10.432273,9.750319,3258.318848,-10.427253,0.323588,-0.000000,10.432273,3.449776,0.003448,921.414062,11.391752
internalMesh,4777,0.169614,-0.011895,0.000000,0.170030,3.468670,-0.379426,-0.000000,3.489361,-10.626761,0.084274,0.000000,10.627095,9.488386,3363.918701,-10.626761,0.084274,0.000000,10.627095,3.417496,0.003455,913.024719,11.512990
internalMesh,4778,0.171179,-0.011939,0.000000,0.171595,3.495372,-0.372882,0.000000,3.515205,-10.824667,-0.165067,0.000000,10.825926,9.233776,3317.501465,-10.824667,-0.165067,0.000000,10.825926,3.385158,0.003462,904.759888,11.631353
internalMesh,4779,0.172749,-0.011982,0.000000,0.173164,3.521914,-0.366348,-0.000000,3.540916,-11.014090,-0.423329,0.000000,11.022222,9.104465,3110.567627,-11.014090,-0.423329,0.000000,11.022222,3.352682,0.003468,896.713074,11.747052
internalMesh,4780,0.174323,-0.012026,0.000000,0.174738,3.548299,-0.359801,-0.000000,3.566494,-11.179829,-0.693916,-0.000000,11.201344,9.066147,2843.594971,-11.179829,-0.693916,-0.000000,11.201344,3.319980,0.003475,888.934204,11.860299
internalMesh,4781,0.175903,-0.012070,0.000000,0.176316,3.574517,-0.353346,-0.000000,3.591939,-11.330649,-0.956403,0.000000,11.370942,9.049105,2654.917725,-11.330649,-0.956403,0.000000,11.370942,3.286994,0.003481,881.428528,11.971328
internalMesh,4782,0.177487,-0.012114,0.000000,0.177900,3.600568,-0.346867,0.000000,3.617238,-11.419594,-1.248387,-0.000000,11.487628,9.045343,2420.233398,-11.419594,-1.248387,-0.000000,11.487628,3.253608,0.003475,874.174194,12.080210
internalMesh,4783,0.179076,-0.012158,0.000000,0.179488,3.626487,-0.340192,0.000000,3.642409,-11.490191,-1.552069,0.000000,11.594542,9.047659,2115.544434,-11.490191,-1.552069,0.000000,11.594542,3.219894,0.003468,867.223633,12.186916
internalMesh,4784,0.180670,-0.012202,0.000000,0.181081,3.652279,-0.333372,0.000000,3.667463,-11.513041,-1.853977,0.000000,11.661361,9.068534,1858.502319,-11.513041,-1.853977,0.000000,11.661361,3.185904,0.003460,860.529785,12.291445
internalMesh,4785,0.182268,-0.012246,0.000000,0.182679,3.677940,-0.326407,0.000000,3.692395,-11.498774,-2.171817,-0.000000,11.702076,9.093968,1659.501953,-11.498774,-2.171817,-0.000000,11.702076,3.151694,0.003451,854.099243,12.393733
internalMesh,4786,0.183872,-0.012291,0.000000,0.184282,3.703457,-0.319282,0.000000,3.717195,-11.424974,-2.448226,0.000000,11.684342,9.068885,1469.709961,-11.424974,-2.448226,0.000000,11.684342,3.117341,0.003441,847.865845,12.493771
internalMesh,4787,0.185480,-0.012335,0.000000,0.185890,3.728803,-0.311999,0.000000,3.741833,-11.285189,-2.668501,-0.000000,11.596395,9.058593,1285.408203,-11.285189,-2.668501,-0.000000,11.596395,3.082939,0.003430,841.868347,12.591448
internalMesh,4788,0.187093,-0.012380,0.000000,0.187503,3.753950,-0.304544,0.000000,3.766283,-11.081226,-2.847706,0.000000,11.441285,9.004131,1064.409424,-11.081226,-2.847706,0.000000,11.441285,3.048539,0.003417,836.031616,12.686663
internalMesh,4789,0.188712,-0.012425,0.000000,0.189120,3.778875,-0.296885,0.000000,3.790519,-10.791033,-2.938853,0.000000,11.184062,8.844440,792.366821,-10.791033,-2.938853,0.000000,11.184062,3.014261,0.003403,830.466125,12.779294
